ORIGIN,DEST,DISTANCE,AIR_TIME,ORIGIN_CITY_NAME,DEST_CITY_NAME
PBI,EWR,1023,141,"West Palm Beach/Palm Beach, FL","Newark, NJ"
PBI,HPN,1056,141,"West Palm Beach/Palm Beach, FL","White Plains, NY"
PBI,ISP,1052,134,"West Palm Beach/Palm Beach, FL","Islip, NY"
PBI,JFK,1028,133,"West Palm Beach/Palm Beach, FL","New York, NY"
PBI,LGA,1035,138,"West Palm Beach/Palm Beach, FL","New York, NY"
PBI,ORD,1143,167,"West Palm Beach/Palm Beach, FL","Chicago, IL"
PBI,PHL,951,131,"West Palm Beach/Palm Beach, FL","Philadelphia, PA"
PBI,TPA,174,70,"West Palm Beach/Palm Beach, FL","Tampa, FL"
PDT,PDX,182,54,"Pendleton, OR","Portland, OR"
PDX,ANC,1542,205,"Portland, OR","Anchorage, AK"
PDX,ATL,2172,244,"Portland, OR","Atlanta, GA"
PDX,BOI,344,50,"Portland, OR","Boise, ID"
PDX,BOS,2537,284,"Portland, OR","Boston, MA"
PDX,BUR,817,112,"Portland, OR","Burbank, CA"
PDX,DAL,1626,201,"Portland, OR","Dallas, TX"
PDX,DCA,2350,265,"Portland, OR","Washington, DC"
PDX,DEN,991,119,"Portland, OR","Denver, CO"
PDX,DFW,1616,190,"Portland, OR","Dallas/Fort Worth, TX"
PDX,EUG,106,26,"Portland, OR","Eugene, OR"
PDX,FAT,626,91,"Portland, OR","Fresno, CA"
PDX,GEG,279,50,"Portland, OR","Spokane, WA"
PDX,IAH,1825,213,"Portland, OR","Houston, TX"
PDX,JFK,2454,278,"Portland, OR","New York, NY"
PDX,LAS,763,106,"Portland, OR","Las Vegas, NV"
PDX,LAX,834,115,"Portland, OR","Los Angeles, CA"
PDX,LGB,846,116,"Portland, OR","Long Beach, CA"
PDX,MCO,2534,286,"Portland, OR","Orlando, FL"
PDX,MFR,222,44,"Portland, OR","Medford, OR"
PDX,MSO,418,71,"Portland, OR","Missoula, MT"
PDX,MSP,1426,169,"Portland, OR","Minneapolis, MN"
PDX,OAK,543,86,"Portland, OR","Oakland, CA"
PDX,OGG,2562,341,"Portland, OR","Kahului, HI"
PDX,ONT,838,116,"Portland, OR","Ontario, CA"
PDX,ORD,1739,205,"Portland, OR","Chicago, IL"
PDX,PDT,182,49,"Portland, OR","Pendleton, OR"
PDX,PHX,1009,129,"Portland, OR","Phoenix, AZ"
PDX,RDM,116,26,"Portland, OR","Bend/Redmond, OR"
PDX,RNO,444,65,"Portland, OR","Reno, NV"
PDX,SAN,933,122,"Portland, OR","San Diego, CA"
PDX,SBA,784,109,"Portland, OR","Santa Barbara, CA"
PDX,SEA,129,33,"Portland, OR","Seattle, WA"
PDX,SFO,550,86,"Portland, OR","San Francisco, CA"
PDX,SJC,569,87,"Portland, OR","San Jose, CA"
PDX,SLC,630,86,"Portland, OR","Salt Lake City, UT"
PDX,SMF,479,71,"Portland, OR","Sacramento, CA"
PDX,SNA,859,120,"Portland, OR","Santa Ana, CA"
PDX,TUS,1119,143,"Portland, OR","Tucson, AZ"
PGA,PGA,0,41,"Page, AZ","Page, AZ"
PGA,PHX,243,43,"Page, AZ","Phoenix, AZ"
PHF,ATL,508,91,"Newport News/Williamsburg, VA","Atlanta, GA"
PHL,ART,287,57,"Philadelphia, PA","Watertown, NY"
PHL,ATL,666,105,"Philadelphia, PA","Atlanta, GA"
PHL,AUS,1430,213,"Philadelphia, PA","Austin, TX"
PHL,BDL,196,40,"Philadelphia, PA","Hartford, CT"
PHL,BHM,772,122,"Philadelphia, PA","Birmingham, AL"
PHL,BNA,675,108,"Philadelphia, PA","Nashville, TN"
PHL,BOS,280,52,"Philadelphia, PA","Boston, MA"
PHL,BUF,279,54,"Philadelphia, PA","Buffalo, NY"
PHL,CAK,335,64,"Philadelphia, PA","Akron, OH"
PHL,CLE,363,66,"Philadelphia, PA","Cleveland, OH"
PHL,CLT,449,78,"Philadelphia, PA","Charlotte, NC"
PHL,CMH,406,71,"Philadelphia, PA","Columbus, OH"
PHL,CVG,507,88,"Philadelphia, PA","Cincinnati, OH"
PHL,DAY,477,82,"Philadelphia, PA","Dayton, OH"
PHL,DCA,119,33,"Philadelphia, PA","Washington, DC"
PHL,DEN,1558,227,"Philadelphia, PA","Denver, CO"
PHL,DFW,1303,197,"Philadelphia, PA","Dallas/Fort Worth, TX"
PHL,DSM,972,154,"Philadelphia, PA","Des Moines, IA"
PHL,DTW,453,80,"Philadelphia, PA","Detroit, MI"
PHL,FLL,992,144,"Philadelphia, PA","Fort Lauderdale, FL"
PHL,GSO,365,67,"Philadelphia, PA","Greensboro/High Point, NC"
PHL,GSP,515,86,"Philadelphia, PA","Greer, SC"
PHL,HVN,157,38,"Philadelphia, PA","New Haven, CT"
PHL,IAH,1325,201,"Philadelphia, PA","Houston, TX"
PHL,IND,588,97,"Philadelphia, PA","Indianapolis, IN"
PHL,JAX,742,113,"Philadelphia, PA","Jacksonville, FL"
PHL,LAS,2176,302,"Philadelphia, PA","Las Vegas, NV"
PHL,LAX,2402,336,"Philadelphia, PA","Los Angeles, CA"
PHL,LGA,96,28,"Philadelphia, PA","New York, NY"
PHL,MCI,1038,157,"Philadelphia, PA","Kansas City, MO"
PHL,MCO,861,124,"Philadelphia, PA","Orlando, FL"
PHL,MDW,668,108,"Philadelphia, PA","Chicago, IL"
PHL,MEM,875,142,"Philadelphia, PA","Memphis, TN"
PHL,MHT,289,52,"Philadelphia, PA","Manchester, NH"
PHL,MIA,1013,144,"Philadelphia, PA","Miami, FL"
PHL,MSN,764,122,"Philadelphia, PA","Madison, WI"
PHL,MSP,980,150,"Philadelphia, PA","Minneapolis, MN"
PHL,MSY,1089,164,"Philadelphia, PA","New Orleans, LA"
PHL,MYR,473,79,"Philadelphia, PA","Myrtle Beach, SC"
PHL,OKC,1261,194,"Philadelphia, PA","Oklahoma City, OK"
PHL,OMA,1088,169,"Philadelphia, PA","Omaha, NE"
PHL,ORD,678,112,"Philadelphia, PA","Chicago, IL"
PHL,ORF,212,43,"Philadelphia, PA","Norfolk, VA"
PHL,PBI,951,134,"Philadelphia, PA","West Palm Beach/Palm Beach, FL"
PHL,PHX,2075,295,"Philadelphia, PA","Phoenix, AZ"
PHL,PIT,268,51,"Philadelphia, PA","Pittsburgh, PA"
PHL,PNS,935,146,"Philadelphia, PA","Pensacola, FL"
PHL,PVD,237,43,"Philadelphia, PA","Providence, RI"
PHL,PWM,364,56,"Philadelphia, PA","Portland, ME"
PHL,RDU,337,61,"Philadelphia, PA","Raleigh/Durham, NC"
PHL,RSW,993,148,"Philadelphia, PA","Fort Myers, FL"
PHL,SAN,2370,322,"Philadelphia, PA","San Diego, CA"
PHL,SAV,629,101,"Philadelphia, PA","Savannah, GA"
PHL,SDF,576,102,"Philadelphia, PA","Louisville, KY"
PHL,SFO,2521,339,"Philadelphia, PA","San Francisco, CA"
PHL,SJU,1576,195,"Philadelphia, PA","San Juan, PR"
PHL,SLC,1927,276,"Philadelphia, PA","Salt Lake City, UT"
PHL,STL,814,128,"Philadelphia, PA","St. Louis, MO"
PHL,TPA,920,137,"Philadelphia, PA","Tampa, FL"
PHL,TYS,554,92,"Philadelphia, PA","Knoxville, TN"
PHO,OTZ,150,52,"Point Hope, AK","Kotzebue, AK"
PHX,ABQ,328,47,"Phoenix, AZ","Albuquerque, NM"
PHX,AMA,602,77,"Phoenix, AZ","Amarillo, TX"
PHX,ATL,1587,182,"Phoenix, AZ","Atlanta, GA"
PHX,AUS,872,104,"Phoenix, AZ","Austin, TX"
PHX,BFL,425,69,"Phoenix, AZ","Bakersfield, CA"
PHX,BNA,1449,161,"Phoenix, AZ","Nashville, TN"
PHX,BOI,735,106,"Phoenix, AZ","Boise, ID"
PHX,BOS,2300,255,"Phoenix, AZ","Boston, MA"
PHX,BUR,369,70,"Phoenix, AZ","Burbank, CA"
PHX,BWI,1999,222,"Phoenix, AZ","Baltimore, MD"
PHX,CLE,1737,206,"Phoenix, AZ","Cleveland, OH"
PHX,CLT,1773,198,"Phoenix, AZ","Charlotte, NC"
PHX,CMH,1670,191,"Phoenix, AZ","Columbus, OH"
PHX,DAL,879,112,"Phoenix, AZ","Dallas, TX"
PHX,DCA,1979,218,"Phoenix, AZ","Washington, DC"
PHX,DEN,602,82,"Phoenix, AZ","Denver, CO"
PHX,DFW,868,108,"Phoenix, AZ","Dallas/Fort Worth, TX"
PHX,DRO,353,51,"Phoenix, AZ","Durango, CO"
PHX,DSM,1149,137,"Phoenix, AZ","Des Moines, IA"
PHX,DTW,1671,195,"Phoenix, AZ","Detroit, MI"
PHX,ELP,347,50,"Phoenix, AZ","El Paso, TX"
PHX,EWR,2133,245,"Phoenix, AZ","Newark, NJ"
PHX,FAT,493,78,"Phoenix, AZ","Fresno, CA"
PHX,FLG,119,26,"Phoenix, AZ","Flagstaff, AZ"
PHX,GEG,1020,140,"Phoenix, AZ","Spokane, WA"
PHX,GJT,438,63,"Phoenix, AZ","Grand Junction, CO"
PHX,GRR,1574,183,"Phoenix, AZ","Grand Rapids, MI"
PHX,HNL,2917,378,"Phoenix, AZ","Honolulu, HI"
PHX,HOU,1020,122,"Phoenix, AZ","Houston, TX"
PHX,IAH,1009,124,"Phoenix, AZ","Houston, TX"
PHX,IND,1488,171,"Phoenix, AZ","Indianapolis, IN"
PHX,JFK,2153,243,"Phoenix, AZ","New York, NY"
PHX,KOA,2860,371,"Phoenix, AZ","Kona, HI"
PHX,LAS,255,44,"Phoenix, AZ","Las Vegas, NV"
PHX,LAX,370,61,"Phoenix, AZ","Los Angeles, CA"
PHX,LGB,355,58,"Phoenix, AZ","Long Beach, CA"
PHX,LIH,2979,387,"Phoenix, AZ","Lihue, HI"
PHX,MAF,581,74,"Phoenix, AZ","Midland/Odessa, TX"
PHX,MCI,1044,123,"Phoenix, AZ","Kansas City, MO"
PHX,MCO,1849,209,"Phoenix, AZ","Orlando, FL"
PHX,MDW,1444,170,"Phoenix, AZ","Chicago, IL"
PHX,MEM,1264,148,"Phoenix, AZ","Memphis, TN"
PHX,MIA,1972,218,"Phoenix, AZ","Miami, FL"
PHX,MKE,1460,175,"Phoenix, AZ","Milwaukee, WI"
PHX,MRY,598,90,"Phoenix, AZ","Monterey, CA"
PHX,MSP,1276,157,"Phoenix, AZ","Minneapolis, MN"
PHX,MTJ,419,64,"Phoenix, AZ","Montrose/Delta, CO"
PHX,OAK,646,98,"Phoenix, AZ","Oakland, CA"
PHX,OGG,2845,370,"Phoenix, AZ","Kahului, HI"
PHX,OKC,833,101,"Phoenix, AZ","Oklahoma City, OK"
PHX,OMA,1037,125,"Phoenix, AZ","Omaha, NE"
PHX,ONT,325,52,"Phoenix, AZ","Ontario, CA"
PHX,ORD,1440,174,"Phoenix, AZ","Chicago, IL"
PHX,PDX,1009,146,"Phoenix, AZ","Portland, OR"
PHX,PGA,243,40,"Phoenix, AZ","Page, AZ"
PHX,PHL,2075,231,"Phoenix, AZ","Philadelphia, PA"
PHX,PSP,261,44,"Phoenix, AZ","Palm Springs, CA"
PHX,RNO,601,88,"Phoenix, AZ","Reno, NV"
PHX,SAN,304,53,"Phoenix, AZ","San Diego, CA"
PHX,SAT,843,99,"Phoenix, AZ","San Antonio, TX"
PHX,SBA,455,70,"Phoenix, AZ","Santa Barbara, CA"
PHX,SBP,509,77,"Phoenix, AZ","San Luis Obispo, CA"
PHX,SEA,1107,163,"Phoenix, AZ","Seattle, WA"
PHX,SFO,651,102,"Phoenix, AZ","San Francisco, CA"
PHX,SGU,262,50,"Phoenix, AZ","St. George, UT"
PHX,SJC,621,96,"Phoenix, AZ","San Jose, CA"
PHX,SLC,507,74,"Phoenix, AZ","Salt Lake City, UT"
PHX,SMF,647,98,"Phoenix, AZ","Sacramento, CA"
PHX,SNA,338,57,"Phoenix, AZ","Santa Ana, CA"
PHX,SOW,129,36,"Phoenix, AZ","Show Low, AZ"
PHX,STL,1262,153,"Phoenix, AZ","St. Louis, MO"
PHX,TPA,1788,203,"Phoenix, AZ","Tampa, FL"
PHX,TUL,935,110,"Phoenix, AZ","Tulsa, OK"
PHX,TUS,110,24,"Phoenix, AZ","Tucson, AZ"
PHX,YUM,160,31,"Phoenix, AZ","Yuma, AZ"
PIA,ATL,565,84,"Peoria, IL","Atlanta, GA"
PIA,CLT,607,88,"Peoria, IL","Charlotte, NC"
PIA,DFW,672,104,"Peoria, IL","Dallas/Fort Worth, TX"
PIA,ORD,130,33,"Peoria, IL","Chicago, IL"
PIB,MEI,69,19,"Hattiesburg/Laurel, MS","Meridian, MS"
PIH,SLC,150,34,"Pocatello, ID","Salt Lake City, UT"
PIT,AOO,102,40,"Pittsburgh, PA","Altoona, PA"
PIT,ATL,526,82,"Pittsburgh, PA","Atlanta, GA"
PIT,BFD,123,45,"Pittsburgh, PA","Bradford, PA"
PIT,BNA,462,76,"Pittsburgh, PA","Nashville, TN"
PIT,BOS,496,71,"Pittsburgh, PA","Boston, MA"
PIT,BWI,210,41,"Pittsburgh, PA","Baltimore, MD"
PIT,CLT,366,68,"Pittsburgh, PA","Charlotte, NC"
PIT,DCA,204,41,"Pittsburgh, PA","Washington, DC"
PIT,DEN,1290,185,"Pittsburgh, PA","Denver, CO"
PIT,DFW,1067,163,"Pittsburgh, PA","Dallas/Fort Worth, TX"
PIT,DTW,201,43,"Pittsburgh, PA","Detroit, MI"
PIT,DUJ,84,40,"Pittsburgh, PA","DuBois, PA"
PIT,EWR,319,58,"Pittsburgh, PA","Newark, NJ"
PIT,FKL,64,30,"Pittsburgh, PA","Franklin/Oil City, PA"
PIT,IAD,182,37,"Pittsburgh, PA","Washington, DC"
PIT,IAH,1117,174,"Pittsburgh, PA","Houston, TX"
PIT,JFK,340,64,"Pittsburgh, PA","New York, NY"
PIT,JST,75,26,"Pittsburgh, PA","Johnstown, PA"
PIT,LAS,1910,263,"Pittsburgh, PA","Las Vegas, NV"
PIT,LGA,335,60,"Pittsburgh, PA","New York, NY"
PIT,LNS,210,70,"Pittsburgh, PA","Lancaster, PA"
PIT,MCO,834,115,"Pittsburgh, PA","Orlando, FL"
PIT,MDW,402,68,"Pittsburgh, PA","Chicago, IL"
PIT,MGW,61,30,"Pittsburgh, PA","Morgantown, WV"
PIT,MIA,1013,147,"Pittsburgh, PA","Miami, FL"
PIT,MSP,726,114,"Pittsburgh, PA","Minneapolis, MN"
PIT,ORD,413,72,"Pittsburgh, PA","Chicago, IL"
PIT,PHL,268,47,"Pittsburgh, PA","Philadelphia, PA"
PIT,SLC,1660,239,"Pittsburgh, PA","Salt Lake City, UT"
PIT,TPA,873,123,"Pittsburgh, PA","Tampa, FL"
PKB,BKW,109,24,"Parkersburg, WV","Beckley, WV"
PLN,DTW,243,42,"Pellston, MI","Detroit, MI"
PNS,ATL,271,44,"Pensacola, FL","Atlanta, GA"
PNS,BNA,391,60,"Pensacola, FL","Nashville, TN"
PNS,CLT,488,70,"Pensacola, FL","Charlotte, NC"
PNS,DCA,816,103,"Pensacola, FL","Washington, DC"
PNS,DFW,604,99,"Pensacola, FL","Dallas/Fort Worth, TX"
PNS,HOU,488,82,"Pensacola, FL","Houston, TX"
PNS,IAH,489,87,"Pensacola, FL","Houston, TX"
PNS,MCO,381,88,"Pensacola, FL","Orlando, FL"
PNS,MIA,530,83,"Pensacola, FL","Miami, FL"
PNS,TPA,330,81,"Pensacola, FL","Tampa, FL"
PQI,EWR,515,94,"Presque Isle/Houlton, ME","Newark, NJ"
PRC,DEN,557,84,"Prescott, AZ","Denver, CO"
PRC,LAX,346,60,"Prescott, AZ","Los Angeles, CA"
PSC,DEN,852,106,"Pasco/Kennewick/Richland, WA","Denver, CO"
PSC,MSP,1254,151,"Pasco/Kennewick/Richland, WA","Minneapolis, MN"
PSC,SEA,172,39,"Pasco/Kennewick/Richland, WA","Seattle, WA"
PSE,MCO,1179,158,"Ponce, PR","Orlando, FL"
PSP,DEN,776,99,"Palm Springs, CA","Denver, CO"
PSP,DFW,1126,135,"Palm Springs, CA","Dallas/Fort Worth, TX"
PSP,IAH,1269,152,"Palm Springs, CA","Houston, TX"
PSP,LAX,110,28,"Palm Springs, CA","Los Angeles, CA"
PSP,ORD,1652,196,"Palm Springs, CA","Chicago, IL"
PSP,PHX,261,44,"Palm Springs, CA","Phoenix, AZ"
PSP,SEA,987,144,"Palm Springs, CA","Seattle, WA"
PSP,SFO,421,72,"Palm Springs, CA","San Francisco, CA"
PSP,SLC,541,79,"Palm Springs, CA","Salt Lake City, UT"
PUB,DEN,109,32,"Pueblo, CO","Denver, CO"
PUW,SEA,250,57,"Pullman, WA","Seattle, WA"
PVC,BOS,45,18,"Provincetown, MA","Boston, MA"
PVD,ATL,903,142,"Providence, RI","Atlanta, GA"
PVD,BWI,327,60,"Providence, RI","Baltimore, MD"
PVD,CLT,683,114,"Providence, RI","Charlotte, NC"
PVD,DCA,356,75,"Providence, RI","Washington, DC"
PVD,DTW,615,101,"Providence, RI","Detroit, MI"
PVD,EWR,160,50,"Providence, RI","Newark, NJ"
PVD,FLL,1188,174,"Providence, RI","Fort Lauderdale, FL"
PVD,MCO,1072,159,"Providence, RI","Orlando, FL"
PVD,MDW,842,140,"Providence, RI","Chicago, IL"
PVD,ORD,849,137,"Providence, RI","Chicago, IL"
PVD,PHL,237,58,"Providence, RI","Philadelphia, PA"
PWM,BWI,452,76,"Portland, ME","Baltimore, MD"
PWM,CLT,813,130,"Portland, ME","Charlotte, NC"
PWM,DCA,482,93,"Portland, ME","Washington, DC"
PWM,DTW,668,107,"Portland, ME","Detroit, MI"
PWM,EWR,284,66,"Portland, ME","Newark, NJ"
PWM,JFK,273,54,"Portland, ME","New York, NY"
PWM,LGA,269,63,"Portland, ME","New York, NY"
PWM,ORD,900,138,"Portland, ME","Chicago, IL"
PWM,PHL,364,76,"Portland, ME","Philadelphia, PA"
RAP,DEN,300,51,"Rapid City, SD","Denver, CO"
RAP,DFW,835,110,"Rapid City, SD","Dallas/Fort Worth, TX"
RAP,MSP,489,72,"Rapid City, SD","Minneapolis, MN"
RDD,SFO,199,42,"Redding, CA","San Francisco, CA"
RDM,DEN,898,109,"Bend/Redmond, OR","Denver, CO"
RDM,PDX,116,31,"Bend/Redmond, OR","Portland, OR"
RDM,SEA,228,47,"Bend/Redmond, OR","Seattle, WA"
RDM,SFO,462,76,"Bend/Redmond, OR","San Francisco, CA"
RDM,SLC,525,76,"Bend/Redmond, OR","Salt Lake City, UT"
RDU,ATL,356,60,"Raleigh/Durham, NC","Atlanta, GA"
RDU,BNA,442,76,"Raleigh/Durham, NC","Nashville, TN"
RDU,BOS,612,84,"Raleigh/Durham, NC","Boston, MA"
RDU,BWI,255,45,"Raleigh/Durham, NC","Baltimore, MD"
RDU,CLT,130,38,"Raleigh/Durham, NC","Charlotte, NC"
RDU,CVG,390,72,"Raleigh/Durham, NC","Cincinnati, OH"
RDU,DCA,227,43,"Raleigh/Durham, NC","Washington, DC"
RDU,DFW,1061,166,"Raleigh/Durham, NC","Dallas/Fort Worth, TX"
RDU,DTW,501,81,"Raleigh/Durham, NC","Detroit, MI"
RDU,EWR,416,63,"Raleigh/Durham, NC","Newark, NJ"
RDU,FLL,680,100,"Raleigh/Durham, NC","Fort Lauderdale, FL"
RDU,IAD,224,41,"Raleigh/Durham, NC","Washington, DC"
RDU,IAH,1042,162,"Raleigh/Durham, NC","Houston, TX"
RDU,IND,489,85,"Raleigh/Durham, NC","Indianapolis, IN"
RDU,JFK,427,66,"Raleigh/Durham, NC","New York, NY"
RDU,LAX,2239,310,"Raleigh/Durham, NC","Los Angeles, CA"
RDU,LGA,431,66,"Raleigh/Durham, NC","New York, NY"
RDU,MCO,534,81,"Raleigh/Durham, NC","Orlando, FL"
RDU,MDW,632,101,"Raleigh/Durham, NC","Chicago, IL"
RDU,MIA,700,104,"Raleigh/Durham, NC","Miami, FL"
RDU,MSP,980,145,"Raleigh/Durham, NC","Minneapolis, MN"
RDU,ORD,646,111,"Raleigh/Durham, NC","Chicago, IL"
RDU,PHL,337,57,"Raleigh/Durham, NC","Philadelphia, PA"
RDU,SFO,2400,337,"Raleigh/Durham, NC","San Francisco, CA"
RDU,STL,667,112,"Raleigh/Durham, NC","St. Louis, MO"
RDU,TPA,587,91,"Raleigh/Durham, NC","Tampa, FL"
RHI,MSP,190,42,"Rhinelander, WI","Minneapolis, MN"
RIC,ATL,481,79,"Richmond, VA","Atlanta, GA"
RIC,BOS,474,71,"Richmond, VA","Boston, MA"
RIC,CLT,257,54,"Richmond, VA","Charlotte, NC"
RIC,DEN,1482,221,"Richmond, VA","Denver, CO"
RIC,DFW,1158,180,"Richmond, VA","Dallas/Fort Worth, TX"
RIC,EWR,277,49,"Richmond, VA","Newark, NJ"
RIC,FLL,805,117,"Richmond, VA","Fort Lauderdale, FL"
RIC,IAH,1157,180,"Richmond, VA","Houston, TX"
RIC,LGA,292,51,"Richmond, VA","New York, NY"
RIC,MCO,667,103,"Richmond, VA","Orlando, FL"
RIC,MIA,825,124,"Richmond, VA","Miami, FL"
RIC,ORD,642,111,"Richmond, VA","Chicago, IL"
RIW,DEN,296,48,"Riverton/Lander, WY","Denver, CO"
RIW,SHR,139,27,"Riverton/Lander, WY","Sheridan, WY"
RKD,BOS,152,55,"Rockland, ME","Boston, MA"
RKS,DEN,260,43,"Rock Springs, WY","Denver, CO"
RNO,DEN,804,103,"Reno, NV","Denver, CO"
RNO,DFW,1345,161,"Reno, NV","Dallas/Fort Worth, TX"
RNO,LAS,345,54,"Reno, NV","Las Vegas, NV"
RNO,LAX,391,65,"Reno, NV","Los Angeles, CA"
RNO,LGB,402,64,"Reno, NV","Long Beach, CA"
RNO,OAK,181,38,"Reno, NV","Oakland, CA"
RNO,PDX,444,74,"Reno, NV","Portland, OR"
RNO,PHX,601,80,"Reno, NV","Phoenix, AZ"
RNO,SAN,488,69,"Reno, NV","San Diego, CA"
RNO,SEA,564,92,"Reno, NV","Seattle, WA"
RNO,SFO,192,48,"Reno, NV","San Francisco, CA"
RNO,SJC,188,44,"Reno, NV","San Jose, CA"
RNO,SLC,422,61,"Reno, NV","Salt Lake City, UT"
ROA,ATL,357,64,"Roanoke, VA","Atlanta, GA"
ROA,IAD,177,38,"Roanoke, VA","Washington, DC"
ROA,ORD,530,93,"Roanoke, VA","Chicago, IL"
ROC,ATL,749,111,"Rochester, NY","Atlanta, GA"
ROC,BWI,277,49,"Rochester, NY","Baltimore, MD"
ROC,CLT,573,98,"Rochester, NY","Charlotte, NC"
ROC,DCA,296,58,"Rochester, NY","Washington, DC"
ROC,EWR,246,51,"Rochester, NY","Newark, NJ"
ROC,JFK,264,54,"Rochester, NY","New York, NY"
ROC,LGA,254,51,"Rochester, NY","New York, NY"
ROC,ORD,528,92,"Rochester, NY","Chicago, IL"
ROP,SPN,73,31,"Rota, TT","Saipan, TT"
ROW,DFW,435,62,"Roswell, NM","Dallas/Fort Worth, TX"
RST,ATL,831,110,"Rochester, MN","Atlanta, GA"
RST,MSP,76,26,"Rochester, MN","Minneapolis, MN"
RST,ORD,268,48,"Rochester, MN","Chicago, IL"
RSW,ACY,982,122,"Fort Myers, FL","Atlantic City, NJ"
RSW,ATL,515,81,"Fort Myers, FL","Atlanta, GA"
RSW,BOS,1249,157,"Fort Myers, FL","Boston, MA"
RSW,BWI,919,118,"Fort Myers, FL","Baltimore, MD"
RSW,CLE,1025,133,"Fort Myers, FL","Cleveland, OH"
RSW,CLT,600,89,"Fort Myers, FL","Charlotte, NC"
RSW,CMH,930,124,"Fort Myers, FL","Columbus, OH"
RSW,CVG,879,121,"Fort Myers, FL","Cincinnati, OH"
RSW,DCA,892,117,"Fort Myers, FL","Washington, DC"
RSW,DFW,1017,153,"Fort Myers, FL","Dallas/Fort Worth, TX"
RSW,DTW,1084,147,"Fort Myers, FL","Detroit, MI"
RSW,EWR,1068,137,"Fort Myers, FL","Newark, NJ"
RSW,IAH,861,132,"Fort Myers, FL","Houston, TX"
RSW,IND,945,130,"Fort Myers, FL","Indianapolis, IN"
RSW,JFK,1074,139,"Fort Myers, FL","New York, NY"
RSW,LGA,1080,142,"Fort Myers, FL","New York, NY"
RSW,MDW,1105,152,"Fort Myers, FL","Chicago, IL"
RSW,MIA,104,25,"Fort Myers, FL","Miami, FL"
RSW,MSP,1416,197,"Fort Myers, FL","Minneapolis, MN"
RSW,ORD,1120,160,"Fort Myers, FL","Chicago, IL"
RSW,PHL,993,134,"Fort Myers, FL","Philadelphia, PA"
RSW,STL,979,139,"Fort Myers, FL","St. Louis, MO"
RUT,BOS,127,51,"Rutland, VT","Boston, MA"
SAF,DEN,303,55,"Santa Fe, NM","Denver, CO"
SAF,DFW,551,73,"Santa Fe, NM","Dallas/Fort Worth, TX"
SAN,ABQ,628,78,"San Diego, CA","Albuquerque, NM"
SAN,ATL,1892,212,"San Diego, CA","Atlanta, GA"
SAN,AUS,1164,135,"San Diego, CA","Austin, TX"
SAN,BOS,2588,285,"San Diego, CA","Boston, MA"
SAN,BWI,2295,255,"San Diego, CA","Baltimore, MD"
SAN,CLT,2077,233,"San Diego, CA","Charlotte, NC"
SAN,DAL,1182,149,"San Diego, CA","Dallas, TX"
SAN,DEN,853,111,"San Diego, CA","Denver, CO"
SAN,DFW,1171,141,"San Diego, CA","Dallas/Fort Worth, TX"
SAN,DTW,1956,225,"San Diego, CA","Detroit, MI"
SAN,EWR,2425,269,"San Diego, CA","Newark, NJ"
SAN,FAT,314,52,"San Diego, CA","Fresno, CA"
SAN,HNL,2614,341,"San Diego, CA","Honolulu, HI"
SAN,HOU,1313,154,"San Diego, CA","Houston, TX"
SAN,IAH,1303,156,"San Diego, CA","Houston, TX"
SAN,JFK,2446,282,"San Diego, CA","New York, NY"
SAN,LAS,258,51,"San Diego, CA","Las Vegas, NV"
SAN,LAX,109,26,"San Diego, CA","Los Angeles, CA"
SAN,MCI,1334,157,"San Diego, CA","Kansas City, MO"
SAN,MDW,1728,204,"San Diego, CA","Chicago, IL"
SAN,MIA,2267,247,"San Diego, CA","Miami, FL"
SAN,MRY,375,60,"San Diego, CA","Monterey, CA"
SAN,MSP,1532,198,"San Diego, CA","Minneapolis, MN"
SAN,OAK,446,67,"San Diego, CA","Oakland, CA"
SAN,OGG,2541,336,"San Diego, CA","Kahului, HI"
SAN,OMA,1313,171,"San Diego, CA","Omaha, NE"
SAN,ORD,1723,205,"San Diego, CA","Chicago, IL"
SAN,PDX,933,130,"San Diego, CA","Portland, OR"
SAN,PHL,2370,265,"San Diego, CA","Philadelphia, PA"
SAN,PHX,304,49,"San Diego, CA","Phoenix, AZ"
SAN,RNO,488,72,"San Diego, CA","Reno, NV"
SAN,SAT,1129,131,"San Diego, CA","San Antonio, TX"
SAN,SEA,1050,149,"San Diego, CA","Seattle, WA"
SAN,SFO,447,70,"San Diego, CA","San Francisco, CA"
SAN,SJC,417,66,"San Diego, CA","San Jose, CA"
SAN,SLC,626,94,"San Diego, CA","Salt Lake City, UT"
SAN,SMF,480,77,"San Diego, CA","Sacramento, CA"
SAN,STL,1557,179,"San Diego, CA","St. Louis, MO"
SAN,STS,508,81,"San Diego, CA","Santa Rosa, CA"
SAN,TUS,368,52,"San Diego, CA","Tucson, AZ"
SAT,ATL,874,107,"San Antonio, TX","Atlanta, GA"
SAT,BNA,822,101,"San Antonio, TX","Nashville, TN"
SAT,BWI,1407,163,"San Antonio, TX","Baltimore, MD"
SAT,CLT,1095,130,"San Antonio, TX","Charlotte, NC"
SAT,DAL,247,45,"San Antonio, TX","Dallas, TX"
SAT,DEN,794,112,"San Antonio, TX","Denver, CO"
SAT,DFW,247,43,"San Antonio, TX","Dallas/Fort Worth, TX"
SAT,ELP,496,75,"San Antonio, TX","El Paso, TX"
